,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,mp1926,mp1939,mp1959,mp1970,spop1926,spop1939,spop1959,spop1970,smp1926,smp1939,smp1959,smp1970,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
2332,5564,Iarkovo,Tiumenskaia oblast',Uralskii,0,0,1,69.0,57.4,67.09,3294.76,4501.0681,3850.966,0,0,NA,NA,12145.779779999999,27928.6937,47392.27834,61581.11125,0.0,0.0,NA,NA,88.44907890000002,104.80456120000001,115.91137659999998,121.61922050000001,1,0,0,0,0,0,0,1,0
2334,5569,Langepas,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,61.26,75.16,3752.7876,5649.0256,4604.3016,0,0,NA,NA,8517.991671,19628.77165,32669.76678,42907.323280000004,0.0,0.0,NA,NA,81.90133929999999,97.70831637,108.03950520000001,113.78057520000002,1,0,0,0,0,0,0,1,0
2335,5572,Megion,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,61.05,76.11,3727.1025,5792.7321,4646.5155,0,0,400,6400,8391.062735,19388.31604,32379.90469,42670.53387,0.0,0.0,35.89764742,76.80862971,81.62982383,97.4647931,107.85431659999999,113.66254769999999,1,0,0,0,0,0,0,1,0
2336,5573,Vysokii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.17,75.97,3741.7689,5771.4409,4647.0849,0,0,NA,NA,8392.589888,19378.758130000002,32336.005339999996,42829.97082,0.0,0.0,NA,NA,81.63311223,97.45505727,107.8261394,113.742084,1,0,0,0,0,0,0,1,0
2337,5574,Nefteiugansk,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,61.1,72.6,3733.21,5270.76,4435.86,0,0,600,16700,9053.675928,20782.84781,34551.76943,45267.919839999995,0.0,0.0,40.92070901,94.53991814,83.00897502,98.84104357,109.2069735,114.9259875,1,0,0,0,0,0,0,1,0
2338,5575,Nizhnevartovsk,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,60.95,76.55,3714.9025,5859.9025,4665.7225,0,0,2300,15700,8335.931815,19287.00544,32171.85738,42137.278510000004,0.0,0.0,59.91788538,93.34295896,81.51075314,97.36137643,107.72047240000002,113.39455829999999,1,0,0,0,0,0,0,1,0
2339,5576,Raduzhnyi,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,62.1,77.48,3856.41,6003.1504,4811.508,0,0,NA,NA,7986.035132999999,18446.55,30609.6242,39849.89548,0.0,0.0,NA,NA,80.73830608,96.48411199,106.689682,112.20900209999999,1,0,0,0,0,0,0,1,0
2341,5579,Urai,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,60.13,74.81,3615.6169,5596.5361,4498.3253,0,0,NA,17400,8800.497117,20323.11061,33978.41436,44210.61769,0.0,0.0,NA,95.34009933,82.49295954,98.39675742,108.85752009999999,114.4198243,1,0,0,0,0,0,0,1,0
2342,5580,Beloiarskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,63.71,66.68,4058.9641,4446.2224,4248.1828,0,0,NA,400,9507.083378,21520.89485,35167.979869999996,45387.41895,0.0,0.0,NA,35.89764742,83.90179715,99.5361311,109.576748,114.98251950000001,1,0,0,0,0,0,0,1,0
2343,5581,Niagan',Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,62.13,65.41,3860.1369,4278.4681,4063.9233,0,0,NA,NA,10424.79888,23713.11329,39047.588130000004,50260.6051,0.0,0.0,NA,NA,85.59844474,101.4811135,111.7785257,117.18012379999999,1,0,0,0,0,0,0,1,0
2344,5583,Kogalym,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,1,0,69.0,62.24,74.54,3873.8176,5556.2116,4639.3696,0,0,NA,NA,8429.129286,19352.86091,32016.50865,41749.45949,0.0,0.0,NA,NA,81.71163385,97.42865628,107.62002009999999,113.19772150000001,1,0,0,0,0,0,0,1,0
2345,5586,Berezovo,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,1,69.0,63.94,65.04,4088.3236,4230.2016,4158.6576,0,0,NA,NA,9746.983306999999,22003.75842,35878.37652,46275.387689999996,0.0,0.0,NA,NA,84.35895494,99.97937217,109.9958381,115.3984169,1,0,0,0,0,0,0,1,0
2346,5587,Igrim,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,63.18,64.41,3991.7124,4148.6481,4069.4238,0,0,NA,NA,10196.9884,23067.233659999998,37714.55782,48586.27802,0.0,0.0,NA,NA,85.19008858,100.9255002,111.0452594,116.44776200000001,1,0,0,0,0,0,0,1,0
2347,5589,Kondinskoe,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,1,69.0,59.64,67.4,3556.9296,4542.76,4019.736,0,0,NA,NA,10932.617,25118.9217,41990.306110000005,54107.657329999995,0.0,0.0,NA,NA,86.48081157,102.64479370000001,113.3201567,118.7823373,1,0,0,0,0,0,0,1,0
2348,5590,Kuminskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,58.81,65.96,3458.6161,4350.7216,3879.1076,0,0,NA,NA,11988.14307,27718.838710000004,46708.61887,60030.62278,0.0,0.0,NA,NA,88.20352856,104.65019029999999,115.5987085,121.0574288,1,0,0,0,0,0,0,1,0
2349,5591,Lugovoi,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,59.72,65.9,3566.4784,4342.81,3935.548,0,0,NA,NA,11469.57296,26390.31079,44180.63476,56747.318960000004,0.0,0.0,NA,NA,87.37487718,103.6477155,114.4053111,119.8228781,1,0,0,0,0,0,0,1,0
2350,5592,Mezhdurechenskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,59.6,56.87,3552.16,3234.1969,3389.452,0,0,NA,NA,17370.043,43636.85942,75682.67757999999,94084.2495,0.0,0.0,NA,NA,95.30645183,114.14053700000001,126.20959950000001,131.1470656,1,0,0,0,0,0,0,1,0
2351,5593,Mortka,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,59.34,66.02,3521.2356,4358.6404,3917.6268,0,0,NA,NA,11634.04745,26813.13779,44996.30293,57815.139610000006,0.0,0.0,NA,NA,87.64126217,103.9716154,114.7969875,120.23135549999999,1,0,0,0,0,0,0,1,0
2352,5596,Poikovskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.0,71.88,3721.0,5166.7344,4384.68,0,0,NA,NA,9217.964656999999,21159.56895,35177.650460000004,46154.28694,0.0,0.0,NA,NA,83.33698937,99.19856252,109.58250420000002,115.3421254,1,0,0,0,0,0,0,1,0
2353,5597,Pyt'-Iakh,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,60.75,72.86,3690.5625,5308.5796,4426.245,0,0,NA,NA,9071.55353,20848.96556,34724.467319999996,45757.936480000004,0.0,0.0,NA,NA,83.04492473,98.90421070000001,109.3112034,115.15694779999998,1,0,0,0,0,0,0,1,0
2354,5600,Novoagansk,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.95,76.65,3837.8025,5875.2225,4748.4675,0,0,NA,NA,8138.708831,18775.5638,31162.87973,40644.84222,0.0,0.0,NA,NA,81.07898212,96.83173052,107.0600554,112.62785659999999,1,0,0,0,0,0,0,1,0
2355,5602,Oktiabr'skoe,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,1,69.0,62.46,66.01,3901.2516,4357.3201,4122.9846,0,0,NA,NA,10129.134909999999,23020.60256,37840.38619,48761.683339999996,0.0,0.0,NA,NA,85.06688689,100.8848459,111.1154687,116.5255504,1,0,0,0,0,0,0,1,0
2356,5603,Andra,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,62.52,65.89,3908.7504,4341.4921,4119.4428,0,0,NA,NA,10133.54776,23021.98549,37826.09192,48741.091210000006,0.0,0.0,NA,NA,85.07492165,100.8860527,111.1075034,116.5164314,1,0,0,0,0,0,0,1,0
2357,5604,Priob'e,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,62.55,65.63,3912.5025,4307.2969,4105.1565,0,0,NA,NA,10184.30555,23128.280880000002,37987.46091,48938.57613,0.0,0.0,NA,NA,85.16711597,100.9786111,111.1972656,116.60374170000001,1,0,0,0,0,0,0,1,0
2358,5606,Sovetskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,1,69.0,61.37,63.54,3766.2769,4037.3316,3899.4498,0,0,NA,NA,11384.55725,25967.07085,43016.56038,55119.84245,0.0,0.0,NA,NA,87.2358445,103.3187782,113.8348255,119.1866761,1,0,0,0,0,0,0,1,0
2359,5607,Agirish,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.93,63.0,3835.3249,3969.0,3901.59,0,0,NA,NA,11206.63924,25469.04233,41968.45469,53843.40926,0.0,0.0,NA,NA,86.94185571,102.9254679,113.3090747,118.6756472,1,0,0,0,0,0,0,1,0
2360,5608,Zelenoborsk,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.47,64.03,3778.5609,4099.8409,3935.9241,0,0,NA,NA,11163.94391,25454.11895,42117.79817,54031.661089999994,0.0,0.0,NA,NA,86.87068699,102.9135757,113.3847103,118.7517024,1,0,0,0,0,0,0,1,0
2361,5610,Komsomol'skii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.31,63.31,3758.9161,4008.1561,3881.5361,0,0,NA,NA,11500.91188,26240.18446,43502.65202,55706.01308,0.0,0.0,NA,NA,87.42589605,103.531587,114.07472890000001,119.4177608,1,0,0,0,0,0,0,1,0
2362,5611,Malinovskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.21,62.8,3746.6641,3943.84,3843.988,0,0,NA,NA,11748.16984,26818.40533,44535.94644,56943.45292999999,0.0,0.0,NA,NA,87.82412662,103.97562140000001,114.5767277,119.89842659999998,1,0,0,0,0,0,0,1,0
2363,5612,Pionerskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.2,62.86,3745.44,3951.3796,3847.032,0,0,NA,NA,11733.952790000001,26788.11196,44486.93198,56885.71231,0.0,0.0,NA,NA,87.80143263,103.9525735,114.553155,119.87621019999999,1,0,0,0,0,0,0,1,0
2364,5613,Taezhnyi,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.17,62.68,3741.7689,3928.7824,3834.1356,0,0,NA,NA,11820.73399,26990.918980000002,44852.2559,57320.466239999994,0.0,0.0,NA,NA,87.93957655,104.10642800000001,114.72828799999999,120.0429862,1,0,0,0,0,0,0,1,0
2365,5615,Barsovo,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.26,73.21,3752.7876,5359.7041,4484.8446,0,0,NA,NA,8999.930103,20610.59495,34445.47008,47727.242,0.0,0.0,NA,NA,82.90051676,98.67562501,109.14258319999999,116.0630799,1,0,0,0,0,0,0,1,0
2366,5616,Belyi Iar,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.27,73.26,3754.0129,5367.0276,4488.6402,0,0,NA,NA,9031.882523999999,20661.61262,34602.36741,48790.13728,0.0,0.0,NA,NA,82.96506553,98.72474770000001,109.2375601,116.5381451,1,0,0,0,0,0,0,1,0
2367,5618,Fedorovskii,Khanty-Mansiiskii avtonomnyi okrug,Uralskii,0,0,0,69.0,61.65,73.49,3800.7225,5400.7801,4530.6585,0,0,NA,NA,8756.387021999999,20094.60336,33347.8284,43954.2703,0.0,0.0,NA,NA,82.4017081,98.17255741,108.4669745,114.295451,1,0,0,0,0,0,0,1,0
2368,5622,Salekhard,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,1,0,69.0,66.53,66.6,4426.2409,4435.56,4430.898,6632,12764,16567,21900,8567.760654000002,19263.147419999998,31737.23954,41073.28731,77.43404598,89.38537658,94.38449012,99.88487147,82.00681955,97.33695144,107.438325,112.85053500000001,1,0,0,0,0,0,0,1,0
2369,5624,Labytnangi,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,1,0,69.0,66.65,66.4,4442.2225,4408.96,4425.56,0,0,5200,9200,8972.132203000001,20028.87035,32436.003439999997,41837.889930000005,0.0,0.0,73.21221891,83.30137626,82.84419461,98.10763889,107.89027390000001,113.24274960000001,1,0,0,0,0,0,0,1,0
2370,5626,Nadym,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,1,0,69.0,65.54,72.54,4295.4916,5262.0516,4754.2716,0,0,NA,NA,8042.98167,18257.60356,29736.10632,38474.75191,0.0,0.0,NA,NA,80.86604809,96.28195555,106.09241609999998,111.46624369999999,1,0,0,0,0,0,0,1,0
2371,5628,Novyi Urengoi,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,1,0,69.0,66.09,76.7,4367.8881,5882.89,5069.103,0,0,NA,NA,7412.674739,16917.60474,27554.106089999997,35673.43844,0.0,0.0,NA,NA,79.4049696,94.79183908,104.5282712,109.87571329999999,1,0,0,0,0,0,0,1,0
2372,5632,Noiabr'sk,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,1,0,69.0,63.17,75.4,3990.4489,5685.16,4763.018,0,0,NA,NA,8107.31927,18594.09247,30634.73978,39783.473939999996,0.0,0.0,NA,NA,81.00940609999999,96.64068063,106.706626,112.1736631,1,0,0,0,0,0,0,1,0
2373,5634,Krasnosel'kup,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,65.71,82.47,4317.8041,6801.3009,5419.1037,0,0,NA,NA,6840.153507999999,15793.89379,25836.8261,33463.933619999996,0.0,0.0,NA,NA,77.97888622,93.45821045,103.2165806,108.53938149999999,1,0,0,0,0,0,0,1,0
2374,5636,Pangody,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,0,69.0,65.84,74.48,4334.9056,5547.2704,4903.7632,0,0,NA,NA,7726.033528,17578.39538,28623.967480000003,37048.7462,0.0,0.0,NA,NA,80.14458633,95.53940151,105.30863719999999,110.67018519999999,1,0,0,0,0,0,0,1,0
2375,5637,Staryi Nadym,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,0,69.0,65.6,72.73,4303.36,5289.6529,4771.088,0,0,NA,NA,8004.042975,18171.90729,29592.6816,38290.24654,0.0,0.0,NA,NA,80.77878841,96.18964790000001,105.99283899999999,111.3647639,1,0,0,0,0,0,0,1,0
2376,5639,Aksarka,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,66.56,67.81,4430.2336,4598.1961,4513.4336,0,0,NA,NA,8520.233391,19145.17855,31145.029619999998,40236.80104,0.0,0.0,NA,NA,81.90610217,97.2157781,107.0481988,112.4137973,1,0,0,0,0,0,0,1,0
2377,5642,Tarko-Sale,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,64.92,77.78,4214.6064,6049.7284,5049.4776,0,0,NA,NA,7476.9841049999995,17139.12985,28061.57601,36355.81495,0.0,0.0,NA,NA,79.55899292,95.04532954,104.9017701,110.27329950000001,1,0,0,0,0,0,0,1,0
2378,5643,Gubkinskii,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,0,69.0,64.43,76.5,4151.2249,5852.25,4928.895,0,0,NA,NA,7722.524134,17684.83429,28992.053760000003,37573.94896,0.0,0.0,NA,NA,80.13645184,95.65745124,105.57104369999999,110.96655159999999,1,0,0,0,0,0,0,1,0
2379,5644,Urengoi,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,0,69.0,65.96,78.38,4350.7216,6143.4244,5169.9448,0,0,NA,NA,7242.690067,16582.69496,27046.91403,35024.4708,0.0,0.0,NA,NA,78.99206402,94.40288988,104.1487235,109.4911578,1,0,0,0,0,0,0,1,0
2380,5646,Tazovskii,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,67.47,78.72,4552.2009,6196.8384,5311.2384,0,0,NA,NA,6976.969359000001,15943.49118,25872.66268,33492.140660000005,0.0,0.0,NA,NA,78.32904758,93.64057336,103.2447463,108.55693799999999,1,0,0,0,0,0,0,1,0
2381,5648,Muzhi,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,65.4,64.7,4277.16,4186.09,4231.38,0,0,NA,NA,9272.328833,20830.3473,33893.44691,43726.99993,0.0,0.0,NA,NA,83.44438559999999,98.88644156,108.8052805,114.1846341,1,0,0,0,0,0,0,1,0
2382,5651,Iar-Sale,Iamalo-Nenetskii avtonomnyi okrug,Uralskii,0,0,1,69.0,66.86,70.82,4470.2596,5015.4724,4735.0252,0,0,NA,NA,7972.081162,18001.6859,29192.47823,37737.03856,0.0,0.0,NA,NA,80.70688118,96.00512876,105.7126631,111.0578186,1,0,0,0,0,0,0,1,0
2384,5663,Gusinoozersk,Buriatskaia ASSR,Sibirskii,0,1,0,65.0,51.28,106.52,2629.6384,11346.5104,5462.3456,0,0,NA,13800,5544.337584000001,13791.32236,23011.51639,30044.14325,0.0,0.0,NA,90.86710486,74.31357939,90.85511323,100.8769157,106.3048229,0,0,0,0,0,1,0,1,0
2385,5665,Severobaikal'sk,Buriatskaia ASSR,Sibirskii,0,1,0,65.0,55.63,109.32,3094.6969,11950.8624,6081.4716,0,0,NA,NA,4918.579625,11840.30789,19686.236090000002,25676.00724,0.0,0.0,NA,NA,72.26317686,87.97061029,97.76611681,103.0897499,0,0,0,0,0,1,0,1,0
2386,5668,Barguzin,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,53.63,109.63,2876.1769,12018.7369,5879.4569,0,0,NA,NA,5009.367737,12140.5627,20067.3548,26168.22526,0.0,0.0,NA,NA,72.57446823,88.44099795,98.14566968,103.4757112,0,0,0,0,0,1,0,1,0
2387,5669,Ust'-Barguzin,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,53.41,109.02,2852.6281,11885.3604,5822.7582,0,0,NA,NA,5091.192134000001,12410.44059,20563.5041,26832.17516,0.0,0.0,NA,NA,72.85078777,88.8550069,98.63018614,103.98609,0,0,0,0,0,1,0,1,0
2388,5671,Bagdarin,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,54.44,113.59,2963.7136,12902.6881,6183.8396,0,0,NA,NA,4678.27855,11150.8012,18163.122330000002,23623.78976,0.0,0.0,NA,NA,71.41408525,86.84873054,96.18016311,101.4050918,0,0,0,0,0,1,0,1,0
2389,5672,Taksimo,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,56.34,114.88,3174.1956,13197.4144,6472.3392,0,0,NA,NA,4509.211429,10770.19011,17529.86132,22763.921580000002,0.0,0.0,NA,NA,70.79333572,86.20263514,95.48536001,100.659728,0,0,0,0,0,1,0,1,0
2390,5674,Bichura,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,50.59,107.6,2559.3481,11577.76,5443.484,0,0,NA,NA,5171.300842000001,12617.17387,20807.8898,27217.322060000002,0.0,0.0,NA,NA,73.11754107,89.16673946,98.86498925,104.27695609999999,0,0,0,0,0,1,0,1,0
2391,5677,Dzhida,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,50.68,106.17,2568.4624,11272.0689,5380.6956,0,0,NA,NA,5434.585171,13077.23926,21782.830140000002,28585.53534,0.0,0.0,NA,NA,73.96926199,89.84439895,99.77767032,105.2810638,0,0,0,0,0,1,0,1,0
2392,5678,Petropavlovka,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,50.61,105.32,2561.3721,11092.3024,5330.2452,0,0,NA,NA,5372.644515999999,13029.062590000001,21939.93281,28675.6073,0.0,0.0,NA,NA,73.77221842,89.77444489,99.92128892,105.345634,0,0,0,0,0,1,0,1,0
2393,5681,Sosnovo-Ozerskoe,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,52.53,Nov-54,2759.4009,133.1716,606.1962,0,0,NA,NA,8222.283992,16887.3403,24072.621769999998,31200.647189999996,0.0,0.0,NA,NA,81.26307279,94.75697662,101.7844998,107.08512150000001,0,0,0,0,0,1,0,1,0
2394,5684,Zaigraevo,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,51.83,108.25,2686.3489,11718.0625,5610.5975,0,0,NA,NA,5705.061497,14879.326509999999,24076.27771,31772.28302,0.0,0.0,NA,NA,74.80708722,92.30843821,101.787564,107.4612037,0,0,0,0,0,1,0,1,0
2395,5685,Il'ka,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.71,108.52,2673.9241,11776.5904,5611.5692,0,0,NA,NA,5503.3116789999995,14007.60353,22773.0977,29822.39298,0.0,0.0,NA,NA,74.18558314,91.15199839,100.6678151,106.15211459999999,0,0,0,0,0,1,0,1,0
2396,5686,Novoil'insk,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.69,108.71,2671.8561,11817.8641,5619.2199,0,0,NA,NA,5427.458663,13682.21842,22270.22979,29061.30858,0.0,0.0,NA,NA,73.94669271,90.70376345,100.2202427,105.62007859999999,0,0,0,0,0,1,0,1,0
2397,5687,Onokhoi,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.92,108.04,2695.6864,11672.6416,5609.4368,0,0,NA,NA,5992.752289999999,16101.30425,25853.38685,34364.683110000005,0.0,0.0,NA,NA,75.66052843,93.83129589,103.22960090000001,109.09352659999999,0,0,0,0,0,1,0,1,0
2398,5689,Zakamensk,Buriatskaia ASSR,Sibirskii,0,1,1,65.0,50.36,103.29,2536.1296,10668.8241,5201.6844,0,0,13800,12700,5291.976806000001,12838.61762,21713.730369999997,28287.04035,0.0,0.0,90.86710486,89.29035286,73.5125696,89.49562829,99.71420599,105.0657604,0,0,0,0,0,1,0,1,0
2399,5690,Baiangol,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,50.71,103.46,2571.5041,10703.9716,5246.4566,0,0,NA,NA,5449.569479,13274.55673,22875.59229,29699.7761,0.0,0.0,NA,NA,74.01663134,90.12852553,100.75794640000001,106.0672338,0,0,0,0,0,1,0,1,0
2400,5691,Kholtoson,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,50.3,103.32,2530.09,10675.0224,5196.996,0,0,NA,NA,5269.7155649999995,12776.60474,23563.49481,29942.22397,0.0,0.0,NA,NA,73.44030086,89.40404118,101.3536293,106.23476299999999,0,0,0,0,0,1,0,1,0
2401,5693,Ivolginsk,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,51.75,107.28,2678.0625,11508.9984,5551.74,0,0,NA,NA,6364.3011670000005,17544.7511,28092.70791,37632.25572,0.0,0.0,NA,NA,76.71061652,95.50195368,104.92448429999999,110.99922190000001,0,0,0,0,0,1,0,1,0
2402,5695,Babushkin,Buriatskaia ASSR,Sibirskii,0,1,0,65.0,51.71,105.88,2673.9241,11210.5744,5475.0548,0,0,8200,7900,5809.705774,14452.20386,24312.16521,31960.88778,0.0,0.0,81.21415116,80.54376894,75.12183286,91.74962007,101.9843906,107.58394709999999,0,0,0,0,0,1,0,1,0
2403,5696,Vydrino,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.46,104.63,2648.1316,10947.4369,5384.2598,0,0,NA,NA,6093.003015,15020.84191,25727.06486,33778.45374,0.0,0.0,NA,NA,75.94941831,92.49041997,103.1300942,108.7343916,0,0,0,0,0,1,0,1,0
2404,5697,Kamensk,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.98,106.58,2701.9204,11359.2964,5540.0284,0,0,NA,NA,5766.099227000001,14629.457919999999,24437.88723,32165.19413,0.0,0.0,NA,NA,74.99128889,91.98329964,102.08859240000001,107.7161728,0,0,0,0,0,1,0,1,0
2405,5698,Selenginsk,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,52.02,106.85,2706.0804,11416.9225,5558.3369999999995,0,0,NA,NA,5812.5582030000005,14958.81724,24746.55739,32665.0089,0.0,0.0,NA,NA,75.13034188,92.41084926,102.34239190000001,108.03647749999999,0,0,0,0,0,1,0,1,0
2406,5699,Tankhoi,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.55,105.12,2657.4025,11050.2144,5418.936,0,0,NA,NA,6012.3987799999995,14850.89189,25368.86564,33196.05893,0.0,0.0,NA,NA,75.71747847,92.2716857,102.8455182,108.3719817,0,0,0,0,0,1,0,1,0
2407,5700,Kabansk,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,52.06,106.66,2710.2436,11376.3556,5552.7196,0,0,NA,NA,5766.70891,14663.698380000002,24448.92711,32181.257569999998,0.0,0.0,NA,NA,74.99312009,92.02814743,102.0977194,107.72653670000001,0,0,0,0,0,1,0,1,0
2408,5703,Novokizhinginsk,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,51.61,109.58,2663.5921,12007.7764,5655.4238,0,0,NA,NA,5175.299954,12728.393890000001,20718.72273,26893.574269999997,0.0,0.0,NA,NA,73.13076183,89.33256328,98.77960729,104.0327104,0,0,0,0,0,1,0,1,0
2409,5704,Kizhinga,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,51.85,109.92,2688.4225,12082.4064,5699.352,0,0,NA,NA,5113.705109,12500.95597,20363.24738,26463.68719,0.0,0.0,NA,NA,72.9261258,88.99206178,98.43590341,103.7042584,0,0,0,0,0,1,0,1,0
2410,5707,Kurumkan,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,54.32,110.3,2950.6624,12166.09,5991.496,0,0,NA,NA,4904.8227640000005,11814.07103,19506.009,25420.91195,0.0,0.0,NA,NA,72.21556614,87.9290022,97.58432465,102.88709109999999,0,0,0,0,0,1,0,1,0
2412,5711,Naushki,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,50.39,106.11,2539.1521,11259.3321,5346.8829,0,0,NA,NA,5494.8853659999995,12925.54341,21403.125790000002,28045.66217,0.0,0.0,NA,NA,74.15918962,89.62334568,99.42666924,104.8901504,0,0,0,0,0,1,0,1,0
2413,5712,Chikoi,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,50.27,106.91,2527.0729,11429.7481,5374.3657,0,0,NA,NA,5270.685606,12538.82164,20697.081769999997,27086.488980000002,0.0,0.0,NA,NA,73.44345561,89.04913347,98.75883516,104.1785687,0,0,0,0,0,1,0,1,0
2414,5714,Mukhorshibir',Buriatskaia ASSR,Sibirskii,0,0,1,65.0,51.05,107.84,2606.1025,11629.4656,5505.232,0,0,NA,NA,5346.022583,13335.87152,21876.91204,28667.22678,0.0,0.0,NA,NA,73.68691223,90.21604621,99.86378871,105.33963390000001,0,0,0,0,0,1,0,1,0
2415,5717,Orlik,Buriatskaia ASSR,Sibirskii,0,0,1,65.0,52.51,99.83,2757.3001,9966.0289,5242.0733,0,0,NA,NA,5669.077635000001,13967.76474,24068.07351,31168.903639999997,0.0,0.0,NA,NA,74.69767567,91.09762219,101.7806871,107.0640553,0,0,0,0,0,1,0,1,0
2416,5720,Il'inka,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,52.13,107.26,2717.5369,11504.7076,5591.4638,0,0,NA,NA,5927.469478,15611.80494,25481.51756,33772.63465,0.0,0.0,NA,NA,75.47009639,93.23413828,102.93540440000001,108.7307986,0,0,0,0,0,1,0,1,0
2417,5721,Turka,Buriatskaia ASSR,Sibirskii,0,0,0,65.0,52.95,108.23,2803.7025,11713.7329,5730.7785,0,0,NA,NA,5264.335166,13007.98314,21581.56094,28216.418639999996,0.0,0.0,NA,NA,73.42279350000001,89.74376407,99.59230776,105.0145213,0,0,0,0,0,1,0,1,0
